字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)我很喜欢看贵公司主页上的海港报，但最近更新得很不及时，能否加快更新速度？主页目前还只能看7月17号的报纸
						","
							尊敬的投资者，您好。公司目前正在进行官网的升级和维护，后续会及时进行信息更新，感谢您的建议和关注。
						",2020年08月05日 17:07,2020年08月07日 15:06,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！给贵公司提个建议，建议公司主体上海国际港务集团股份有限公司开设微博、微信公众号等社交平台官方账号，并发布公司资讯、业务信息等，加强与社会各界的沟通。公司官网上的内容非常好，但是网络十分不稳定，同时内容更新比较缓慢；公司“上港党建”APP上的新闻内容大多是关于各子公司党建的，不太容易与公众拉近距离。但是微博、微信公众号等却能克服上述缺陷，有一定的优势！望公司研究！谢谢！
						","
							尊敬的投资者，您好。感谢您对公司的关注和建议。
						",2020年08月05日 17:30,2020年08月07日 15:05,上港集团,(600018)
"
							:上港集团(600018)请问贵公司是否有市值管理计划，比如回购股票等稳定股价措施？
						","
							尊敬的投资者，您好。公司持续关注二级市场股价表现，努力提升公司效益增长，目前暂无回购计划。感谢您对公司的关注和建议。
						",2020年08月05日 11:55,2020年08月07日 15:05,上港集团,(600018)
"
							:上港集团(600018)尊敬的董秘，您好！贵公司旗下上海上港集团足球俱乐部目前在新赛季中国足球协会超级联赛的比赛中取得了非常优异的成绩，在此表示祝贺，也得益于公司的悉心运营与球队全体成员的努力！请教一下您，本赛季中超为空场作赛，球迷无法入场观赛，俱乐部的票务收入会受到多大影响？广告和赞助收入以及足球衍生品收入是否保持？有没有拓宽一些线上的销售渠道？公司怎样确保足球业务今年还能稳定盈利？麻烦您了，谢谢！
						","
							尊敬的投资者，您好！相关情况请关注俱乐部公开披露的信息。感谢您对公司的关注和建议。
						",2020年08月04日 17:07,2020年08月07日 15:05,上港集团,(600018)
"
							:上港集团(600018)请问增持计划何时实施，是不是在忽悠？
公司为何不利用市场环境尽快脱离一元区，摆脱退市风险？
						","
							尊敬的投资者，您好，公司2020年8月4日股票收盘价格为4.71元/股。
						",2020年08月04日 09:25,2020年08月04日 16:35,上港集团,(600018)
"
							:上港集团(600018)看了董秘的回复，有些问题还不是太明白，追问一下吧，集装箱装卸等收费标准，都是贵公司自行制定的吧？所谓的港口管理人不就是贵公司自己吗？理论上来说，贵公司可以自行提高收费标准而不需要国家相关部门批准是吗？就是有无自主定价权的问题，请董秘帮忙确认一下
						","
							尊敬的投资者，您好。公司的港口作业包干费是公司根据市场供求和竞争状况、生产经营成本和服务内容自主制定收费标准，并向有关部门报备。感谢您对公司的关注。
						",2020年07月31日 17:12,2020年08月04日 16:27,上港集团,(600018)
"
							:上港集团(600018)请问一下董秘，关于小洋山北侧的规划问题，预计小洋山北侧全部完成开发大概需要几年时间？小洋山北侧开发的目的是用来堆放集装箱用于水水中转吗？北侧开发还有其他什么用途？
						","
							尊敬的投资者，您好。目前公司正在进行规划方案的报审工作，后续将按规定的建设程序有序推进项目核准、工程设计等前期工作，完成前期工作后具备开工条件。小洋山北作业区是洋山深水港区的重要作业区之一，是小洋山作业区干线集装箱码头的重要补充。感谢您对公司的关注。
						",2020年07月31日 17:26,2020年08月04日 16:26,上港集团,(600018)
"
							:上港集团(600018)据新闻报道，武汉港发集团与中免集团在武汉设立市内大型免税店，营业面积约8000平米。
要是我没有记错的话，贵公司与武汉港发集团合资成立过武汉港务集团，并且贵公司参股百分之49，
贵公司是否有计划和中免集团扩大合作，在上海设立新的市内大型免税店，或参股中免在上海已有的市内免税店？本问题不涉及那四家参股免税小店，只展望未来，请董秘明示
						","
							尊敬的投资者，您好。上海港中免免税品有限公司计划将继续依托免税发展机遇，持续优化免税店各项经营。感谢您对公司的关注。
						",2020年07月31日 17:21,2020年08月04日 16:25,上港集团,(600018)
"
							:上港集团(600018)目前上海港中免免税品有限公司只经营出境免税品，是否考虑申请增加入境免税品的营业范围？
						","
							尊敬的投资者，您好。上海港中免免税品有限公司目前经营出境免税品，感谢您的建议和关注。
						",2020年08月03日 09:38,2020年08月04日 16:24,上港集团,(600018)
"
							:上港集团(600018)关于上海港中免免税店有限公司旗下四家免税店的问题，这四家免税店的经营面积大概处于什么样的规模，营业面积的区间是多少？
						","
							尊敬的投资者，您好。上海吴淞口国际邮轮港免税店面积约500平方米，上海港国际客运中心免税店面积约200平方米，铁路上海站口岸免税店面积约40平方米，上海港口岸供船免税店主要开展口岸供船免税业务。感谢您对公司的关注。
						",2020年07月31日 17:14,2020年08月04日 16:23,上港集团,(600018)
"
							:上港集团(600018)据悉上海港中免免税品有限公司申请扩大在吴淞口码头的出境免税店面积，从五百多平米扩大到1100平米左右，已经大半年过去了，是否获得批示？该事项是否有进展？
						","
							尊敬的投资者，您好。上海吴淞口国际邮轮港免税店面积约500平方米，目前无其他信息。感谢您对公司的关注。
						",2020年08月03日 09:39,2020年08月04日 16:22,上港集团,(600018)
"
							:上港集团(600018)吴淞口国际游轮码头属于上海宝山区国资委，吴淞口作为目前上海国际游轮客流量最大的码头，远超国客中心码头，请问贵公司是否有考虑收购吴淞口码头？
						","
							尊敬的投资者，您好。目前无相关信息，感谢您的建议和关注。
						",2020年08月03日 09:38,2020年08月04日 16:20,上港集团,(600018)
"
							:上港集团(600018)前几日贵公司公告，减少上期所天然橡胶在公司的库存量，请解读一下，为什么减少？有什么其他考量
						","
							尊敬的投资者，您好。公司物流相关业务会根据业务具体开展情况进行调整和变化，积极谋求发展，争取资源效益最优化。感谢您对公司的关注。
						",2020年08月03日 08:54,2020年08月04日 16:18,上港集团,(600018)
"
							:上港集团(600018)公司无人码头运营多年，各项目也逐步收尾。为何管理费用比例在同行中偏高且没有下降的迹象，按理规模扩大的人工也用少了成本绩效应该展现啊，譬如外包费用等都在增加，如是这样那规模效应和无人码头的意义在哪。请教！
						","
							尊敬的投资者，您好。公司将持续做好成本管控工作。感谢您对公司的关注和建议。
						",2020年07月30日 18:10,2020年08月04日 16:17,上港集团,(600018)
"
							:上港集团(600018)您好领导，上海国资委在下半年工作计划中提到今年是上海国企改革的全面落实年，请问咱们上港集团在国企改革方面有什么新举措，旗下上海海勃物流软件公司有拆分上市的可能吗？谢谢！
						","
							尊敬的投资者，您好。公司坚定不移深化改革，包括深化体制机制改革、加快推进平台建设、加强业务创新能力、持续推进多元化发展等，着力提升创新转型能力。公司将按照相关政策要求和公司发展战略需要推进公司资本运作事宜，并将按规定及时进行信息披露。感谢您对公司的关注。
						",2020年07月27日 13:17,2020年08月04日 16:16,上港集团,(600018)
